YEAR,sm_lg,cal_fin,chla_jan,chla_feb,chla_mar,chla_apr,chla_may,chla_jun,chla_jul,chla_aug,chla_sep,chla_oct,chla_nov,chla_dec,temppref_spring,temppref_fall,avgtl_spring,avgtl_fall,richness_spring,richness_fall,benthicpelagic_spring,benthicpelagic_fall,northsouth_spring,northsouth_fall,sflounder_spring,sflounder_fall,bsb_spring,bsb_fall,trawl_spring,trawl_fall,piscivore_spring,piscivore_fall,planktivore_spring,planktivore_fall,benthivore_fall,benthivore_spring,Lob_fall,Lob_spring,Jonah_fall,Jonah_spring,longfin_fall,longfin_spring,shortfin_fall,shortfin_spring,forage_fall,forage_spring,benthos_fall,benthos_spring
1973,,,,,,,,,,,,,,,8.2443520502581,10.8526562536852,3.97863203633388,3.80640076496713,45.0,48.0,1.316463224,1.294969304,16.83197739,0.824655268,0.541474646445252,0.595848168563831,,0.0,246.398343415715,88.0470026522077,742.646492553315,102.7168285952,280.911166289643,30.8328574435487,68.6954803023084,49.9869677557949,0.512781123634159,0.275363777641456,0.756029425553379,0.606082328924753,22.0332785783152,3.44218256246327,0.116813143553612,0.0063144563489969,37.3544721696185,275.60531314695,4.10718975758356,0.332011938825194
1974,,,,,,,,,,,,,,,8.31916818671596,10.427787341668,4.16170770598147,4.02640947562486,61.0,62.0,7.858540293,1.95793887,20.77611387,1.224314759,0.795464120237326,1.98772678840261,0.0260952365276988,0.0,244.560577784412,54.5694719570096,820.75551373166,83.9985793549673,39.3178245644655,17.8577416603567,45.5342615807618,29.1477703080158,0.752963410283823,0.237333822609744,0.0031762858898375,0.18875092527678,14.4762401954098,4.33199963378411,0.212445954621049,0.181198526117113,17.5809935332148,38.2699456301499,0.476111434220531,1.95229030108137
1975,,,,,,,,,,,,,,,7.74681714320543,10.0858798482174,4.16175819603573,4.07412429022726,49.0,48.0,12.68520325,4.070908953,13.66655467,3.609638287,1.35168512992724,1.61707293924475,,0.0117582659226324,142.990985164076,120.719417758166,673.202137013606,285.168304397473,11.7225822432658,17.9483335240495,46.9069766084955,8.11032722291683,0.815609512326468,0.0959506494840695,0.0077449114106935,0.141093667330991,14.3400679959088,7.69801999103773,0.640981109596982,0.0242422648596228,17.8373862468982,11.270485899544,6.03028433167187,1.81764440499623
1976,,,,,,,,,,,,,,,8.07333437976619,10.4603708117693,4.032103136662,3.83985398685567,64.0,51.0,7.172589375,1.014093474,8.712222209,1.292212178,1.053207559398,0.65404177437423,0.0352348967315388,0.0188132254762119,133.348154045321,71.0766435716877,559.656615530264,76.6281992672343,20.3853371461352,34.6918324385945,46.7455758887985,25.3535258129375,0.585987916548109,0.0900577712617811,0.0085221152196078,0.418754740241348,12.0108748732294,9.18159030694151,9.66150145279506,0.0297514224824065,33.6998461026989,17.7306490638075,2.9937914539625,4.86402427115979
1977,0.167867120534309,0.129384374374694,,,,,,,,,,,,,7.60538255571741,9.96030158948858,4.12514899264122,4.05629892063806,53.0,54.0,22.0541712,3.501365376,36.58675173,3.645498907,1.29341708429119,0.817620790612641,0.0029301432752022,0.0846595146429534,132.048583406185,104.987844435557,594.942294595474,221.004388787291,11.6440333120754,19.7770817446466,107.894353210345,27.6345805420457,0.499005464735759,0.278614358770238,0.0005907891755097,0.203943580918584,9.72259254409575,1.64197333167431,3.49775129640695,0.0160422014412127,19.0920318802014,7.32758653289332,2.30066543122589,1.76193382384239
1978,0.507383806083511,-0.555320797280627,,,,,,,,,,,,,7.821201985736,10.2919589213187,3.95855733121651,3.99419502142231,57.0,45.0,8.952381325,1.869559844,16.18259431,1.93550335,0.92841866527055,0.463430454366918,0.0,0.102240012202036,125.114104284201,60.0330324238506,424.78382163755,113.200113265523,30.8375082707001,18.2638227324546,55.3868048796531,50.1548895086155,0.785267107135234,0.149988366520644,0.0052385287512294,0.167280244823055,8.5876871969382,3.4151755112138,2.26836850941959,0.0047196674739174,17.5018269754246,17.8384034100954,0.656020982643818,0.680162575804852
1979,0.282222204152148,-0.15998951037158,,,,,,,,,,,,,7.91525190038998,10.3139143225248,4.02554958727542,4.08810622256221,45.0,61.0,4.307275294,2.985663687,8.121833389,3.427584035,0.299622320050328,0.452147841003049,0.0175808596512134,0.0141099191071589,66.3325521688663,143.589932923096,276.377250767517,298.199340290676,14.7872293066107,35.6175374098956,134.8960100823,21.7653891622408,0.557267661828381,0.307895395242123,0.0301972909331157,0.0466489943794443,5.75462835154899,3.79098724729158,7.53431621943907,0.0411551135746169,34.3579937097083,13.4488746299776,0.565022246954057,0.79472559770572
1980,0.579729920321203,-0.414176689763789,,,,,,,,,,,,,7.96144427213702,10.0315456010035,4.13910118133864,3.931095836026,51.0,53.0,17.56212679,1.712602799,19.41177865,1.576227473,0.44805101914989,0.285903113860668,,0.0,201.96375536692,104.193645499885,772.901137059837,148.426470594397,16.0411561085234,35.8003186963109,231.884461699792,137.2133629404,0.573850343317551,0.404326280312084,0.0087376839224403,0.0551908536318988,16.1937312046603,2.58043757641076,1.05974041411735,0.0211784256600012,34.227690931124,12.7855656751032,0.850785771254552,0.392847911052264
1981,0.163914850847375,-0.189630823007255,,,,,,,,,,,,,8.00055533207734,10.5700083176218,4.05889193546771,4.09914099469349,50.0,57.0,11.65817481,3.095362609,33.9051586,4.384462065,0.623697958664972,0.251792731165786,0.0409058163564837,0.0507957087857721,205.354476212691,242.726283994765,606.916885076878,500.182834125086,48.3422500216856,53.4413724800547,222.000631167259,157.661488562826,1.21257413290818,0.127489334002617,0.0304901250153942,0.0628839296922289,9.71526393090014,1.23740100131503,16.6847719115,0.0455691884827614,52.8743244714222,28.7994033206457,0.980139178514238,1.4320352277315
1982,0.114754611428672,0.025551544804969,,,,,,,,,,,,,8.52472203679353,10.7997639329215,4.21271461903764,3.78327904506099,47.0,49.0,17.77855572,1.203302086,22.4799731,1.073260262,1.38047476689835,0.909380624923098,,0.0642423670047662,240.197296123711,88.3572208827758,703.121748084636,93.5736845963384,16.613085533455,36.7338824725463,84.5499761130855,59.9177349428739,1.13132770275824,0.690652821706074,0.0717538933812183,0.0235063091696514,15.5632753228706,4.24765177494212,0.734996919525592,0.0709796102352916,40.2200058162733,13.5253260711271,2.08491815131293,0.419171138972937
1983,0.441640604484339,-0.396210601338854,,,,,,,,,,,,,8.69714628244073,10.5026864615863,4.02385459614912,3.85093570184124,45.0,50.0,6.374806099,1.295454782,6.265929461,0.927809326,0.58638266460268,0.28780323976558,0.0522170357373243,0.0028219838214317,117.861235209735,109.056263405192,366.04239457575,136.358623907451,28.3404201963945,45.3901870648636,181.813903218517,45.6012273825521,0.556086467419348,0.26939969877785,0.0908899376996862,0.0007615258687075,21.3941338374749,3.56307133155505,0.417842567117644,0.0112254988652235,45.7305576009487,16.2474818242628,0.9677586964269,0.609910194965995
1984,0.576483245541934,-0.418859501204554,,,,,,,,,,,,,7.47787930653337,11.947822736898,4.0327515824843,4.02442557640437,44.0,50.0,9.011323103,1.437501431,24.12805335,1.370435603,0.235399418550082,0.335816074750382,0.0058602865504044,0.0,116.743707622146,172.874559642708,322.524368669985,295.395223602191,26.748440510881,63.2921570892468,53.1130999823412,38.8330637364485,0.876691324849367,0.0799644539778101,0.0289748815094987,0.0088217915809404,33.5862729939947,3.12030155332189,1.03190533839897,0.0052509426699434,70.8916297587049,24.891339818625,0.396316258552356,0.208588088849757
1985,-0.0407350931623198,-0.122857427787067,,,,,,,,,,,,,7.55062037248803,11.4603480523443,4.21292763472963,3.98762864401334,52.0,60.0,45.5386106,1.138529637,98.97503078,0.948259308,1.89008080498194,0.820355179252955,0.113453929685275,0.0489978146902934,447.191514720749,146.085750019162,1472.27064313634,217.504701823695,20.7069729082296,63.6485483161694,42.8428357147276,92.2409655948225,1.03479094739297,2.16937899646626,0.0784428385493387,0.0178009295334732,28.6923968277837,1.68541720979335,0.148243564034435,0.0094870316018742,63.3617150073831,15.1331336522304,0.955015995501518,0.0627813396850485
1986,-0.357854941935476,0.287150581424769,,,,,,,,,,,,,8.47324971117709,11.6614450560411,4.09165869813579,3.55474485239911,53.0,54.0,3.950970277,0.783265214,11.81824038,0.56795773,1.00620958181349,0.190789465043753,0.94671684618468,0.0,169.345686681207,57.396201069094,428.108906139112,38.9064979112105,60.6474831598282,26.498409840765,18.0259317406858,29.768883055957,0.420643730584064,0.345494406194477,0.050979491044192,0.0064844577326901,12.3061377395295,4.09487372901787,0.366787138968691,,30.5647131388338,57.8364129665562,8.3553052854972,1.27987441810793
1987,-0.578547135486597,0.527895317609561,,,,,,,,,,,,,7.92380394925038,9.72447450753882,4.23835030128499,3.81587863197246,42.0,48.0,15.71006715,3.126748621,57.60569245,2.555756156,0.499896406019745,0.270663286547755,0.105655544622004,0.0236552320380877,422.626986167832,55.0674745442164,1159.62618031798,75.5722328882539,55.8901560822937,12.6242009277656,109.739657611548,11.5090517744188,0.655668704059884,0.166228871928189,0.109951758242793,0.0408477765128336,2.7482429260701,4.90644241510099,1.59246669251599,0.0189342036769584,12.3241271286039,55.1353676384606,1.94535972817813,1.01514968984593
1988,-0.248519153366597,0.370464017893076,,,,,,,,,,,,,7.9407341488829,11.8406425770938,4.20914602572126,4.00009431080304,49.0,44.0,15.1387116,2.045669786,58.16428257,1.617556296,0.284071801505403,0.100499019431423,,,419.433207875241,115.714847512651,1171.5234348649,193.630498538757,55.0462995975738,35.5401481221161,28.6131086112457,43.4533984064381,0.565447418333785,0.154139219477836,0.0058602865504044,0.0297735465856739,14.2690260351037,5.09580879203732,0.82115926786669,0.0083877545981888,35.3807576734337,53.9947601220457,4.62231507137251,5.42947910769473
1989,,,,,,,,,,,,,,,7.46652592222564,9.92077146382711,4.15540944620181,4.18276230245886,45.0,47.0,29.49889232,0.217032321,48.66795001,1.930146543,0.356851794288811,,0.0,,250.7189828555,142.987985328892,872.908825968168,38.6329925981658,13.7814388048113,48.5059000285389,35.3565937666029,35.5910777676694,1.39437946683126,0.229141088892582,0.0157303056889303,,14.2298438345776,4.17861368861816,1.60200823020951,0.0067654889453538,47.9816058577872,11.2888044518686,2.89581957995747,3.06795225670679
1990,0.20442108693966,-0.197369029416668,,,,,,,,,,,,,7.93187789722014,11.342485956374,4.24262130932912,3.68785097163324,37.0,58.0,29.48280029,0.903493088,70.2148087,0.693531585,0.248211663956333,0.110057369035839,0.0231572028999686,0.0,306.430891419309,64.4854552054476,899.66571864363,53.4165216223055,21.2057080268324,30.4616206862522,35.5251151410126,42.3642337636096,1.11659902211819,0.675655742669429,0.0072487208437095,,14.0646438712548,3.24025722237432,2.11934962998654,0.010009589146048,30.3950141290719,18.7468967931377,7.46162091126072,0.687220458366319
1991,1.62937383102441,-1.7597568039726,,,,,,,,,,,,,7.94849077883609,9.36433151232476,4.21783997826849,3.81193568510901,39.0,41.0,12.70025977,1.575882718,28.52902032,1.14505038,0.147116829306039,0.0763885767944052,0.010416624108328,,316.842983758222,45.8671537641489,883.80395704612,68.5854742640299,33.691441929391,17.7481125599473,15.807055378105,32.1665557805753,0.855922256019823,0.40923726421536,0.0208919998617869,0.0070894701061173,13.6693558124897,6.58278474589747,0.412956724672139,0.188300065144129,17.6251599654994,32.3813820600192,3.25626035834631,0.557406504737668
1992,0.816921637826765,-0.664488943216323,,,,,,,,,,,,,7.77109889877162,10.1683625304562,4.20591412440981,3.7768642290535,40.0,54.0,11.678782,1.888740293,71.23599616,1.646405638,0.436148386876462,0.177784980750202,0.0205110029264157,0.0,232.05910742566,43.4888476141942,677.045085778129,52.1989522019299,36.9117897615506,13.5406122154169,67.6726076858737,16.4573336326883,0.954022516129106,0.355018388035565,0.0554828641931944,0.0,5.80059188306862,1.55604922709749,1.45363747741255,0.0280571968229111,13.0377052676111,36.3584589324807,1.95753193334816,1.19660918937402
1993,0.658074537443926,-0.562207720929172,,,,,,,,,,,,,7.40610914619574,12.4476488807084,4.01170850246944,3.78424765851846,45.0,40.0,3.988501781,0.49484926,43.04225573,0.323479793,0.237549736517936,,0.011720573100809,,129.255468181213,53.0436386339377,280.833193218291,26.718716159846,56.9117487132932,34.6288679231392,30.590446016159,12.5773682427195,0.681372626690769,0.61244601010918,0.0034669385672514,0.0066163436857053,8.38118880074192,2.16551688476944,1.28651446815288,0.0690486687769516,34.4680584977866,55.740380887029,0.748701371355434,0.717446730975269
1994,0.085642070676224,0.0781313810756343,,,,,,,,,,,,,7.87601672239229,12.9154774180108,4.00443883253105,3.81131022670397,45.0,39.0,2.388360365,0.334190991,29.4116229,0.207171293,0.470677977111081,0.411333340367388,0.0754897913837,,84.1461393020059,74.3521222759668,184.072213190568,31.0805296344237,56.3306104462685,49.3909717652422,38.3080458051942,20.0677123336369,0.149770369980631,0.354478312638141,0.0094066127381059,0.0010763844911938,26.4519583373026,0.922273698872858,1.31229898873754,0.0168891049718672,51.4333329978697,54.6783284457127,1.16497928656082,0.86763882765383
1995,-0.013952234411013,-0.224678277490443,,,,,,,,,,,,,7.85589754972884,10.6893734357623,3.97774957861436,3.85774099401191,44.0,53.0,2.760674252,1.509063979,20.13102325,1.149108216,0.34191984446728,0.920772853596724,0.049812435678438,0.0282198382143178,100.96232160004,45.5835790948951,214.178447888371,62.3662893725911,63.3687883190031,13.0613547988971,39.9221863736761,29.689971602047,0.912654972436272,0.020833248216656,0.0058602865504044,0.0095464869609075,5.19193175325092,2.29413091516785,0.410599653205479,0.048509242719762,16.521224395411,61.7774181056282,0.410016113878218,2.06525793485879
1996,1.02478076897525,-0.248737501644624,,,,,,,,,,,,,7.77573773043577,10.866998030053,4.04921329889847,3.96227964669146,43.0,52.0,2.531974166,1.543375025,82.91506836,2.155921156,0.214093902862714,0.529570390537365,0.0195714273957741,0.0028219838214317,188.591717390604,73.0140669220383,366.650281115568,103.40465729844,140.826147173214,40.2669832169215,47.3206888273245,23.7114095744737,2.34982821356064,0.290517519871404,0.0495973897422555,,6.63497364986612,0.830765262253559,2.48396623423405,0.00762308613561,41.9388574584734,139.869260613101,0.991930270914441,0.123390133827674
1997,1.13269720959607,-0.758550627659886,,,,,,,,,0.938761213803534,0.9178777687562552,1.043778872887193,1.1109757373767926,8.59292913341473,9.58374549443782,4.15049242584185,3.81189607478336,47.0,55.0,5.729725329,2.305450054,18.5545374,1.908098529,0.692623137723705,0.996499801464709,0.22269088891537,0.0084659514642953,200.0786863039,77.2185251906725,480.983076507581,89.7133023762189,50.8445322928745,21.6237442898689,215.866318130545,40.9381585662669,1.50981133206829,1.59306953410191,0.0299505979256076,,15.5122951589009,2.41470588762506,1.04500118581662,0.0055918363987925,21.8708894543243,49.9458810524753,1.42252575575353,1.29908420940808
1998,0.332155583256689,0.519466488202609,1.1761342936874954,1.1039542582769757,1.2120367479936092,1.1036071069234832,1.0118032337907965,0.7742477319308633,0.881134754694192,0.6945284177057415,0.8188919834875512,0.9830478007848812,1.5708386352176258,1.546004940589298,7.5367510488216,9.6356812760467,3.90586777116578,4.13875264070664,43.0,53.0,2.40698463,9.733075091,25.64926609,12.2132615,0.642571880299788,0.765118219121717,0.0175808596512134,0.0,96.6609268390181,138.408071071072,160.294975069033,327.597022231278,59.8653545235877,11.9406722276396,124.688368702842,38.4027445529601,1.25723726704717,0.595097991160631,0.0168205841223101,0.111018399114004,4.50833500501011,2.19568054104594,4.68088012754887,0.0700111889543255,12.3644297046099,59.1578935491792,1.99554844252913,0.545475061464461
1999,0.531019950754245,-0.716605577248763,1.1978398452006325,1.1444747543686302,1.3850162022044867,1.1745233612169068,1.2113966905094082,0.7568807521117479,0.6742166991504379,0.8370638021310703,0.9843224745405628,1.1204214828256025,1.5309486610120684,1.1031081907926468,7.7409964797264,10.9130852348902,4.01649302006482,3.8034727050356,50.0,48.0,3.015274264,1.80310064,15.77412623,1.446942153,0.663432303589554,1.32978253181522,0.107847414579184,0.0264772158595195,261.48397006269,91.1575571181989,599.675477682538,114.432555304987,125.275719401795,29.9482957864503,94.7178167203889,63.415311827728,0.597901728958508,1.5519734202335,0.0360425892240111,0.0421850253211638,16.5138378175877,5.8862876889539,0.0531187705798956,0.0400529247466871,29.9343330288755,122.800166217063,7.67316176582182,1.26020319058544
2000,0.546239123345771,-0.530988133687391,0.9616020353538782,0.8774531583055155,0.9958160283414478,1.3782992091995858,1.295713645635289,1.1358910166895315,1.3784617005406548,1.1209726698166074,1.01747231393343,1.0950934437324755,1.2545002566495491,1.594830476223035,7.73280823818338,10.4285996204194,3.87882287341332,3.50033770809649,54.0,41.0,3.673567273,1.666936596,9.043393482,1.361656716,2.27270218343341,1.79323105224306,0.0187149453541647,0.0112879352857271,70.9182911647888,88.9146206356083,133.676436143726,59.5245097070331,30.3105559358937,31.1557272294278,127.764117899821,42.2786003126631,0.875920481232099,0.789206336062008,0.050172845503807,0.120298222972903,17.3108623319291,4.40219932350134,1.08673613911829,0.0119342286238867,32.6731483410579,29.0807060603294,16.9984472222472,0.59702710031448
2001,0.579195466797588,-0.25858288416039,1.3080129835598024,1.319528358348251,1.265855880122148,1.3894436170546427,1.0779467308698083,1.2956709532865311,1.1479379292147238,0.8730565175958144,0.7640002048914857,0.989216275929985,1.0566741422667594,1.289090035426923,8.3180193660599,11.0423264782407,3.82600519814582,3.79317193508436,47.0,53.0,1.443778744,3.79824912,5.580836254,2.069652538,2.84277804662582,1.29840627465228,0.264498369331114,0.0589794618679242,78.611901935344,89.5122862439624,90.955172303812,130.592252531048,68.2803683344046,15.2700422086419,66.9188524052606,30.1958445245524,0.596751151340251,0.314707321973165,0.0289643687582471,0.0533057362138839,13.3528567649275,2.89845905458811,0.629855971980737,0.0158460905679297,15.2882700994825,64.4637898610852,12.3961245301335,1.07704171236943
2002,-0.483230244930313,0.182862560004117,1.2235076416002588,1.0870861912634464,1.1982681075721278,1.1632246489910278,1.2456847564607976,1.3151879210704196,1.5940231052343867,1.5034755922291263,0.9225992481722644,0.8986323348073427,1.1962630410881283,0.9689057766484332,10.8374320262631,9.49203185455952,4.03144565467782,3.83780146579064,52.0,52.0,2.761056222,4.661786852,5.760891246,3.473470951,3.52389768684136,1.60698501206631,0.320711858899305,0.203102168713436,234.591888112786,116.198055731182,474.969371973679,164.76468780722,91.7817310957461,19.3057230535269,291.872467710316,48.7161043435208,0.458888739810179,1.36805251986708,0.110036582193594,0.135289782868764,15.7539111115893,5.32106988938682,0.738568681477196,0.003452064725347,18.9199991206487,91.2503046538628,8.49693860119296,6.81097034884129
2003,-0.546753942387115,0.37542430150408,1.0934680155323513,0.9363572826279664,1.52769825544378,1.2936932214995542,0.9870554532843024,0.9193991286811708,0.7647173158628551,1.433714343875111,0.8902084562666595,0.942229013164975,1.2690927218831218,1.2537340442111289,7.95612960097669,8.25161312264656,4.03924763729947,3.92256492522682,52.0,62.0,4.369348858,9.832817097,47.84012716,6.360088533,3.59471543091689,1.910864773889,0.202837111664836,0.03640359129647,105.720074614387,152.33735895836,225.390864964635,289.572257568411,50.581362872547,14.0077434926317,235.080865341277,13.0656195117301,0.298477944626156,0.455275593865545,0.419352507276909,0.0213181598455441,10.953994538671,0.295897674762158,0.970317595922966,0.0024896999318902,13.7299169511169,49.9914448080039,2.63399062497263,3.45635266448273
2004,-0.848331790217865,0.659002460911272,1.2808266603614276,0.9761721696775928,1.017108567129211,1.0004478552345133,0.9211315166545624,0.7475120010656894,0.665115634634338,0.8499575424840747,0.8186370603377663,1.152432853543279,1.5870368143826206,1.1397125876381218,7.85826773945637,10.5583371628907,3.84166148068247,4.17575360028777,47.0,41.0,2.487235754,9.946241047,17.84891321,6.12417537,2.63253463647774,2.69784923557444,0.0468041722546727,0.0986974697025026,50.1633300187588,145.437519087206,99.2513842765659,353.04986424796,31.5987497368804,10.6904359390321,75.3207326611557,25.3107613614134,0.270836538779868,0.0830781986019645,0.0109097851766917,0.0036389890271379,8.0146355288048,1.3308991236305,0.250829733175754,0.0142316495050956,11.2261868174758,30.81246887504,2.8358844242057,0.917689793930943
2005,-0.927860250538307,0.782827890257955,1.120210630053726,0.960740600604473,1.0270317627547143,1.125024549122298,0.8992165564820976,0.7493014135530273,0.7225539480135927,0.6997195802459023,0.7213638620697074,1.2288953003598455,2.1396779964410784,1.7754415585809988,8.18940475185289,8.16464235256537,3.88287152951004,3.67778645313173,43.0,50.0,1.255111173,7.582141394,9.302669711,6.700478214,2.2361861832558,0.204876025435947,0.0936075513381372,0.0657240032011462,43.1940851414045,115.951135300196,65.0055252627346,127.574709488312,40.6669018572852,14.0889057255437,574.394571243068,11.7499659854831,0.40351727300385,0.127352473987734,0.0341587340163865,0.0096738769699111,10.1371919901581,1.78737495482339,2.1421616024207,0.001004712191407,13.3835548639403,40.1635956208843,3.44991011383373,0.593878199959399
2006,-0.714157395087061,0.233892618425277,1.675204860255946,1.278821615545611,1.5657439147709462,1.172442932227061,0.8439138975765492,0.942920650392835,1.0069832945270492,1.155788324085136,0.9354888872011186,1.105274825619297,1.460352482295968,1.1949622524988537,8.92796195719004,10.8762395369758,3.99420654186392,4.09478085514799,44.0,49.0,1.660646065,2.748899855,7.59053265,2.320757183,1.85861181081499,1.76969520338267,0.0717663813345277,0.0694223610431747,139.926106264118,156.496598646939,230.148471386706,295.120955376875,108.662296946131,38.8885491200535,61.20154225129,32.9129823452739,0.602361437194997,0.429741177362397,0.062178571666849,0.0201933288665955,26.7836106177104,4.38473651450123,5.67102014636079,0.0231722200707932,39.0033054463525,103.272520824471,0.871395340650688,0.506148089869314
2007,-0.416390174632703,0.127108308487375,1.2771155847087752,1.1267687578828,1.1204232552085502,1.374130694865897,1.387016424519021,1.269085491957351,1.0923007256849038,0.7889761779453023,0.757958969316271,1.1610461396028084,1.3898253648972154,1.228714549184015,8.74191230551998,10.4274281447827,4.15144047488625,3.95537583009076,51.0,48.0,4.566391721,3.266020157,11.02623189,2.045911135,2.96821995712464,1.01739649378974,0.339150994412206,0.064905627892931,94.6320982859653,56.5125176329952,215.042520492578,98.5337434646443,31.0378364786238,11.43812569997,40.287436936323,9.03277598388045,0.288764546935578,0.218763733123952,0.0853231215246242,0.0427794422273135,10.0899654932173,3.32272947575075,0.316433997673669,0.0342358604740482,12.2342936118181,30.6176761411529,3.48428492216582,0.585342633459662
2008,-0.112051396428787,0.123827140222441,1.1701739337850765,1.0790015802819544,1.404818284885227,1.4680401576683957,1.311907055519125,0.8317137089880013,1.0127086653339556,0.9083328585881112,0.6678118799692134,1.0206669235250116,1.127885374154158,1.2954025602894523,8.55585884136597,10.701591944355,4.08186860896757,3.78454284122656,50.0,50.0,2.541262707,1.979762138,24.02238343,1.336268315,1.85107241524081,1.94564937224399,0.0652380262429503,2.82198382143178e-05,217.387252798438,58.0324334208997,434.337122025822,75.8477310059936,152.07188341711,16.5819922497325,42.9837062022732,20.482858865462,0.383881333984099,0.444084653753694,0.0194929412424083,0.0358705313042896,11.2555859797938,0.798818036755287,1.21391822917535,0.0039449470751781,18.7892681439008,151.127620177631,5.83593377569492,2.12627710377924
