"","doy","t","temp","seas","thresh"
"98",99,1993-04-08,4.95517949033074,6.5372,7.9871
"99",100,1993-04-09,4.99462317002983,6.5457,7.9877
"100",101,1993-04-10,5.03658240161291,6.555,7.9884
"101",102,1993-04-11,5.08284139342424,6.5647,7.9892
"102",103,1993-04-12,5.14174731584584,6.575,7.9901
"103",104,1993-04-13,5.17450410818181,6.5858,7.9923
"104",105,1993-04-14,5.1694250135887,6.5972,7.9948
"105",106,1993-04-15,5.18087391991441,6.6089,7.9984
"106",107,1993-04-16,5.21363961805657,6.621,8.0054
"107",108,1993-04-17,5.27540946261185,6.6332,8.0129
"108",109,1993-04-18,5.35581754874893,6.6455,8.0205
"109",110,1993-04-19,5.41266125367909,6.6579,8.0286
"110",111,1993-04-20,5.47439423348846,6.6704,8.0374
"111",112,1993-04-21,5.55488160179883,6.6827,8.0462
"112",113,1993-04-22,5.60112160298882,6.695,8.0547
"113",114,1993-04-23,5.6760866038683,6.7072,8.0615
"114",115,1993-04-24,5.86021705662332,6.7193,8.0678
"115",116,1993-04-25,5.95507193338581,6.7314,8.0728
"116",117,1993-04-26,6.03843547004025,6.7433,8.0767
"117",118,1993-04-27,6.13409200819527,6.7552,8.0805
"118",119,1993-04-28,6.04643987664362,6.7673,8.0843
"119",120,1993-04-29,5.88863164586265,6.7795,8.0885
"120",121,1993-04-30,5.81453866747821,6.7918,8.0932
"121",122,1993-05-01,5.77548241106475,6.8043,8.0986
"122",123,1993-05-02,5.77148299573399,6.817,8.1049
"123",124,1993-05-03,5.77715497482113,6.8299,8.1123
"124",125,1993-05-04,5.79023736097464,6.8431,8.1204
"125",126,1993-05-05,5.83922180642442,6.8564,8.1294
"126",127,1993-05-06,5.9112860516804,6.8699,8.1388
"127",128,1993-05-07,6.00518853998766,6.8835,8.1499
"128",129,1993-05-08,6.0758805711095,6.8972,8.1629
"129",130,1993-05-09,6.14969107326938,6.9112,8.1783
"130",131,1993-05-10,6.22141255729082,6.9254,8.1954
"131",132,1993-05-11,6.26668229444725,6.9398,8.213
"132",133,1993-05-12,6.33126466085271,6.9545,8.231
"133",134,1993-05-13,6.34599170306834,6.9694,8.2498
"134",135,1993-05-14,6.35564409995951,6.9848,8.2675
"135",136,1993-05-15,6.38322689693148,7.0005,8.2853
"136",137,1993-05-16,6.42525309760396,7.0169,8.3028
"137",138,1993-05-17,6.46474368143372,7.0339,8.3175
"138",139,1993-05-18,6.4876035350125,7.0515,8.3325
"139",140,1993-05-19,6.49698575386187,7.0697,8.3477
"140",141,1993-05-20,6.51293093438555,7.0883,8.363
"141",142,1993-05-21,6.533842437151,7.1075,8.3789
"142",143,1993-05-22,6.5649590335968,7.127,8.3962
"143",144,1993-05-23,6.58343985858487,7.1469,8.4153
"144",145,1993-05-24,6.59089827573881,7.1669,8.4351
"145",146,1993-05-25,6.60085884863283,7.1871,8.4546
"146",147,1993-05-26,6.61891203973351,7.2074,8.4753
"147",148,1993-05-27,6.61578016382892,7.2279,8.4967
"148",149,1993-05-28,6.60435136389442,7.2484,8.5179
"149",150,1993-05-29,6.5825030927251,7.269,8.5388
"150",151,1993-05-30,6.56731604148702,7.2897,8.5591
"151",152,1993-05-31,6.5677380852583,7.3107,8.5792
"152",153,1993-06-01,6.5618494992576,7.3321,8.5986
"153",154,1993-06-02,6.59753158579512,7.3538,8.6169
"154",155,1993-06-03,6.67049911799954,7.376,8.6348
"155",156,1993-06-04,6.74185994303808,7.3988,8.6524
"156",157,1993-06-05,6.80054369350759,7.4223,8.6709
"157",158,1993-06-06,6.84531434243772,7.4463,8.6907
"158",159,1993-06-07,6.88244791074497,7.4709,8.7112
"159",160,1993-06-08,6.90599891434355,7.4959,8.7308
"160",161,1993-06-09,6.92180786263652,7.5214,8.7494
"161",162,1993-06-10,6.96674042540352,7.5474,8.7672
"162",163,1993-06-11,7.00872086024866,7.5737,8.7855
"163",164,1993-06-12,7.01914255502747,7.6004,8.8048
"164",165,1993-06-13,7.02573567883271,7.6273,8.8241
"165",166,1993-06-14,7.0731603205204,7.6545,8.8439
"166",167,1993-06-15,7.15112434109537,7.6817,8.8644
"167",168,1993-06-16,7.22420684811545,7.709,8.8852
"168",169,1993-06-17,7.27459028835704,7.7362,8.9056
"169",170,1993-06-18,7.32519928602184,7.7634,8.9254
"170",171,1993-06-19,7.38402930628963,7.7904,8.9454
"171",172,1993-06-20,7.41965445585367,7.8173,8.966
"172",173,1993-06-21,7.42438853659281,7.8439,8.9869
"173",174,1993-06-22,7.44462790540079,7.8703,9.0069
"174",175,1993-06-23,7.4860288595281,7.8964,9.0259
"175",176,1993-06-24,7.51110504131491,7.9221,9.0465
"176",177,1993-06-25,7.51899221975629,7.9476,9.07
"177",178,1993-06-26,7.54559912259986,7.9726,9.0957
"178",179,1993-06-27,7.59302489314137,7.9973,9.1214
"179",180,1993-06-28,7.63185561066721,8.0216,9.1456
"180",181,1993-06-29,7.67892742156982,8.0456,9.1684
"181",182,1993-06-30,7.70657831139681,8.0692,9.1902
"182",183,1993-07-01,7.71747788568822,8.0926,9.2121
"183",184,1993-07-02,7.71888918338752,8.1155,9.234
"184",185,1993-07-03,7.72500443494901,8.1381,9.2558
"185",186,1993-07-04,7.71971317762282,8.1602,9.2775
"186",187,1993-07-05,7.70972805015925,8.1817,9.2988
"187",188,1993-07-06,7.69307722369345,8.2027,9.3187
"188",189,1993-07-07,7.69259488146479,8.2232,9.337
"189",190,1993-07-08,7.70844291477669,8.2431,9.3546
"190",191,1993-07-09,7.74197010514213,8.2625,9.3721
"191",192,1993-07-10,7.79396472144417,8.2812,9.389
"192",193,1993-07-11,7.84077973154987,8.2993,9.4058
"193",194,1993-07-12,7.87944296511208,8.3168,9.422
"194",195,1993-07-13,7.90183163815882,8.3336,9.4382
"195",196,1993-07-14,7.91951748510686,8.3498,9.4537
"196",197,1993-07-15,7.93958601210175,8.3654,9.4693
"197",198,1993-07-16,7.95564172471442,8.3804,9.4844
"198",199,1993-07-17,7.97922398404377,8.3949,9.4986
"199",200,1993-07-18,8.00308535556967,8.4089,9.5133
"200",201,1993-07-19,8.02367754244223,8.4225,9.5288
"201",202,1993-07-20,8.03991970928704,8.4358,9.5448
"202",203,1993-07-21,8.05849655117931,8.4489,9.561
"203",204,1993-07-22,8.06457046473899,8.4618,9.5765
"204",205,1993-07-23,8.06711169314094,8.4746,9.5918
"205",206,1993-07-24,8.06556530551213,8.4875,9.607
"206",207,1993-07-25,8.06240216297348,8.5004,9.6212
"207",208,1993-07-26,8.06661485317277,8.5136,9.6338
"208",209,1993-07-27,8.09002738573202,8.527,9.6449
"209",210,1993-07-28,8.09986625139306,8.5406,9.6565
"210",211,1993-07-29,8.12259992302917,8.5545,9.67
"211",212,1993-07-30,8.15360376856676,8.5687,9.685
"212",213,1993-07-31,8.1842000564424,8.5831,9.7013
"213",214,1993-08-01,8.21043517095287,8.5977,9.7177
"214",215,1993-08-02,8.22526047687705,8.6127,9.7341
"215",216,1993-08-03,8.23184466543721,8.6278,9.751
"216",217,1993-08-04,8.23389573722351,8.6432,9.7683
"217",218,1993-08-05,8.23410786397573,8.6589,9.7862
"218",219,1993-08-06,8.24351128717748,8.6748,9.8047
"219",220,1993-08-07,8.2657179650737,8.691,9.8249
"220",221,1993-08-08,8.31818263414429,8.7074,9.8456
"221",222,1993-08-09,8.35682689707453,8.7242,9.8667
"222",223,1993-08-10,8.38604651573227,8.7414,9.8878
"223",224,1993-08-11,8.41593156209807,8.759,9.9087
"224",225,1993-08-12,8.46689338873073,8.7771,9.9291
"225",226,1993-08-13,8.5161390842461,8.7957,9.9486
"226",227,1993-08-14,8.55637996989053,8.815,9.9683
"227",228,1993-08-15,8.5931183136091,8.8349,9.9877
"228",229,1993-08-16,8.63218236950839,8.8554,10.0078
"229",230,1993-08-17,8.67224125854853,8.8765,10.0279
"230",231,1993-08-18,8.70912588042457,8.8983,10.0473
"231",232,1993-08-19,8.78138439066526,8.9207,10.0665
"232",233,1993-08-20,8.85599208641342,8.9436,10.0851
"233",234,1993-08-21,8.86436048186406,8.967,10.1025
"234",235,1993-08-22,8.87817867754436,8.9907,10.1201
"235",236,1993-08-23,8.9106228427916,9.015,10.1381
"236",237,1993-08-24,8.92988410991866,9.0396,10.1556
"237",238,1993-08-25,8.92628106038745,9.0645,10.172
"238",239,1993-08-26,8.89505503381172,9.0896,10.1881
"239",240,1993-08-27,8.87711351455711,9.1149,10.2046
"240",241,1993-08-28,8.84678740290606,9.1404,10.2211
"241",242,1993-08-29,8.8034905827627,9.166,10.238
"242",243,1993-08-30,8.78955405514414,9.192,10.2586
"243",244,1993-08-31,8.80426100041808,9.2183,10.2814
"244",245,1993-09-01,8.83312330158745,9.245,10.3065
"245",246,1993-09-02,8.87612538185062,9.272,10.3339
"246",247,1993-09-03,8.92954804657436,9.2992,10.3618
"247",248,1993-09-04,8.93277925034849,9.3266,10.3901
"248",249,1993-09-05,8.91655384803691,9.3541,10.4178
"249",250,1993-09-06,8.92826625450356,9.382,10.4453
"250",251,1993-09-07,8.95109931288696,9.4102,10.4712
"251",252,1993-09-08,8.97120355542113,9.4387,10.4959
"252",253,1993-09-09,8.99472104994262,9.4673,10.5192
"253",254,1993-09-10,9.00890547545944,9.4961,10.5417
"254",255,1993-09-11,8.98059917332196,9.525,10.5638
"255",256,1993-09-12,8.96711817347423,9.554,10.5857
"256",257,1993-09-13,8.98344186675259,9.5829,10.6088
"257",258,1993-09-14,8.99585769888832,9.6116,10.6326
"258",259,1993-09-15,8.99783951625592,9.6404,10.6581
"259",260,1993-09-16,8.9829505863713,9.6691,10.6843
"260",261,1993-09-17,9.0012929399566,9.6978,10.7112
"261",262,1993-09-18,9.05372859028782,9.7265,10.7391
"262",263,1993-09-19,9.08246585908458,9.7552,10.7689
"263",264,1993-09-20,9.11645418332846,9.7841,10.7995
"264",265,1993-09-21,9.14847514505793,9.8131,10.8311
"265",266,1993-09-22,9.16230451588224,9.8423,10.8632
"266",267,1993-09-23,9.23793831503971,9.8718,10.8964
"267",268,1993-09-24,9.30019162050107,9.9016,10.9315
"268",269,1993-09-25,9.35792742560549,9.9319,10.9681
"269",270,1993-09-26,9.41685457563981,9.9626,11.0052
"270",271,1993-09-27,9.44283958179195,9.9936,11.0424
"271",272,1993-09-28,9.46542252781914,10.0247,11.0795
"272",273,1993-09-29,9.48835942767015,10.0559,11.1165
"273",274,1993-09-30,9.52485547632707,10.087,11.1499
"274",275,1993-10-01,9.56623076156872,10.1181,11.1812
"275",276,1993-10-02,9.60117593807418,10.1491,11.2106
"276",277,1993-10-03,9.61506112319667,10.18,11.2391
"277",278,1993-10-04,9.62492789691541,10.2108,11.2667
"278",279,1993-10-05,9.64991027770973,10.2414,11.2938
"279",280,1993-10-06,9.67500989684244,10.2719,11.3208
"280",281,1993-10-07,9.71019513686983,10.3022,11.3479
"281",282,1993-10-08,9.74733653228457,10.3323,11.3755
"282",283,1993-10-09,9.78592272647997,10.3622,11.4031
"283",284,1993-10-10,9.82711824193233,10.3918,11.4307
"284",285,1993-10-11,9.85850059150196,10.4213,11.4587
"285",286,1993-10-12,9.91494007481307,10.4505,11.4869
"286",287,1993-10-13,9.94427581349523,10.4794,11.5157
"287",288,1993-10-14,9.95515640443418,10.508,11.544
"288",289,1993-10-15,9.96500867387144,10.5363,11.5717
"289",290,1993-10-16,9.96873563746126,10.5643,11.5976
"290",291,1993-10-17,9.97066503218034,10.5918,11.6222
"291",292,1993-10-18,9.97045289198072,10.6188,11.6465
"292",293,1993-10-19,9.97434063982673,10.6453,11.6704
"293",294,1993-10-20,9.9776466935873,10.6714,11.6923
"294",295,1993-10-21,9.98273026470732,10.6969,11.7131
"295",296,1993-10-22,9.97984513967502,10.7221,11.7333
"296",297,1993-10-23,9.96988903204115,10.7467,11.7528
"297",298,1993-10-24,9.97108482696662,10.7706,11.7718
"298",299,1993-10-25,9.97239787949294,10.7937,11.7896
"299",300,1993-10-26,9.98611220899151,10.816,11.8062
"300",301,1993-10-27,10.0237225548523,10.8374,11.8227
"301",302,1993-10-28,10.1026076983388,10.8579,11.8384
"302",303,1993-10-29,10.1588004573089,10.8776,11.8538
"303",304,1993-10-30,10.2126730800402,10.8964,11.8686
"304",305,1993-10-31,10.2653163915,10.9143,11.883
"305",306,1993-11-01,10.3133640605502,10.9312,11.8967
"306",307,1993-11-02,10.3562578279071,10.947,11.9099
"307",308,1993-11-03,10.4167849806751,10.9617,11.9215
"308",309,1993-11-04,10.4379934810284,10.9752,11.9327
"309",310,1993-11-05,10.4653741510176,10.9876,11.9437
"310",311,1993-11-06,10.4966001648728,10.9989,11.9543
"311",312,1993-11-07,10.5422417281604,11.0091,11.9635
"312",313,1993-11-08,10.5896663603986,11.0181,11.9716
"313",314,1993-11-09,10.6250268813314,11.0261,11.9784
"314",315,1993-11-10,10.6533075033165,11.033,11.9848
"315",316,1993-11-11,10.6566425819949,11.0389,11.9906
"316",317,1993-11-12,10.6532728882824,11.0438,11.9956
"317",318,1993-11-13,10.6655312925577,11.0476,11.9996
"318",319,1993-11-14,10.6663843077131,11.0505,12.0027
"319",320,1993-11-15,10.6769198957013,11.0524,12.0049
"320",321,1993-11-16,10.6990049019819,11.0532,12.0068
"321",322,1993-11-17,10.7053378347943,11.0531,12.0083
"322",323,1993-11-18,10.7101534535972,11.0518,12.0091
"323",324,1993-11-19,10.7198024835529,11.0493,12.009
"324",325,1993-11-20,10.7227959204011,11.0454,12.0078
"325",326,1993-11-21,10.7506466733246,11.0401,12.006
"326",327,1993-11-22,10.7968319658099,11.0333,12.004
"327",328,1993-11-23,10.8339409635561,11.0248,12.0016
"328",329,1993-11-24,10.8517920796464,11.0147,11.9979
"329",330,1993-11-25,10.8419130095622,11.0028,11.9934
"330",331,1993-11-26,10.783620079843,10.9892,11.9877
"331",332,1993-11-27,10.7452437637783,10.9738,11.9814
"332",333,1993-11-28,10.6951528318772,10.9568,11.975
"333",334,1993-11-29,10.6670531121696,10.9382,11.968
"334",335,1993-11-30,10.6642082057348,10.9181,11.9597
"335",336,1993-12-01,10.6461438482127,10.8965,11.9498
"336",337,1993-12-02,10.6237082695816,10.8733,11.9376
"337",338,1993-12-03,10.6287058740854,10.8488,11.9242
"338",339,1993-12-04,10.6411060636363,10.8229,11.9087
"339",340,1993-12-05,10.6479582030599,10.7958,11.8914
"340",341,1993-12-06,10.6463504019307,10.7674,11.8736
"341",342,1993-12-07,10.6400710228013,10.7377,11.8534
"342",343,1993-12-08,10.6434128106367,10.7067,11.8309
"343",344,1993-12-09,10.6444266274935,10.6744,11.808
"344",345,1993-12-10,10.6478688982202,10.6407,11.7851
"345",346,1993-12-11,10.6524678839416,10.6055,11.761
"346",347,1993-12-12,10.629575647232,10.5687,11.7334
"347",348,1993-12-13,10.5139220338769,10.5305,11.7052
"348",349,1993-12-14,10.2884185401405,10.4907,11.6767
"349",350,1993-12-15,10.1139505560078,10.4493,11.6438
"350",351,1993-12-16,9.91108249491308,10.4063,11.6095
"351",352,1993-12-17,9.57915570859502,10.3617,11.5734
"352",353,1993-12-18,9.41557276757752,10.3159,11.5368
"353",354,1993-12-19,9.41213834794556,10.269,11.4997
"354",355,1993-12-20,9.45180420904624,10.221,11.4621
"355",356,1993-12-21,9.49197809834306,10.172,11.4246
"356",357,1993-12-22,9.47949528003612,10.1221,11.3868
"357",358,1993-12-23,9.55107161947866,10.0715,11.349
"358",359,1993-12-24,9.6186306712831,10.0204,11.3104
"359",360,1993-12-25,9.59613032857093,9.9688,11.2693
"360",361,1993-12-26,9.53540223873243,9.9169,11.2223
"361",362,1993-12-27,9.37108573390216,9.8649,11.1729
"362",363,1993-12-28,9.38717494396174,9.8129,11.1189
"363",364,1993-12-29,9.39753299479078,9.7605,11.0627
"364",365,1993-12-30,9.32951728381762,9.7077,11.0063
"365",366,1993-12-31,9.2315495152299,9.6544,10.9503
"366",1,1994-01-01,9.22669932973095,9.6007,10.8953
"367",2,1994-01-02,9.27332116772489,9.5466,10.8419
"368",3,1994-01-03,9.27558327520766,9.492,10.7883
"369",4,1994-01-04,8.99963044211632,9.437,10.7344
"370",5,1994-01-05,8.79952578391971,9.3815,10.6794
"371",6,1994-01-06,8.73279854836987,9.3256,10.6215
"372",7,1994-01-07,8.76602538438832,9.2693,10.565
"373",8,1994-01-08,8.74121048755762,9.2124,10.5111
"374",9,1994-01-09,8.70442751558816,9.155,10.4572
"375",10,1994-01-10,8.63211538224686,9.0973,10.4034
"376",11,1994-01-11,8.58211602016193,9.0392,10.3507
"377",12,1994-01-12,8.55577816141815,8.981,10.3009
"378",13,1994-01-13,8.55823565510715,8.9227,10.2514
"379",14,1994-01-14,8.56268838411425,8.8643,10.2012
"380",15,1994-01-15,8.62099249988067,8.806,10.1537
"381",16,1994-01-16,8.68340435115302,8.7476,10.1046
"382",17,1994-01-17,8.74531264094318,8.6891,10.0559
"383",18,1994-01-18,8.80103085898772,8.6304,10.0061
"384",19,1994-01-19,8.87897811539289,8.5718,9.956
"385",20,1994-01-20,8.91252317588503,8.5133,9.905
"386",21,1994-01-21,8.87754447794542,8.4552,9.8524
"387",22,1994-01-22,8.77506147288695,8.3975,9.7988
"388",23,1994-01-23,8.65396811068058,8.3401,9.7447
"389",24,1994-01-24,8.58865552849886,8.2832,9.6871
"390",25,1994-01-25,8.55697956717595,8.2268,9.6297
"391",26,1994-01-26,8.41308999933848,8.1709,9.577
"392",27,1994-01-27,7.94464613788012,8.1157,9.526
"393",28,1994-01-28,7.65498232332672,8.0612,9.4793
"394",29,1994-01-29,7.61220020237492,8.0077,9.4337
"395",30,1994-01-30,7.68940719271579,7.955,9.3878
"396",31,1994-01-31,7.64755179133357,7.9033,9.3419
"397",32,1994-02-01,7.51708963004554,7.8527,9.2955
"398",33,1994-02-02,7.42788776101135,7.803,9.249
"399",34,1994-02-03,7.32851874719306,7.7542,9.2032
"400",35,1994-02-04,7.23500148261466,7.7064,9.1598
"401",36,1994-02-05,7.19387292934627,7.6594,9.119
"402",37,1994-02-06,7.14475897645078,7.6132,9.0805
"403",38,1994-02-07,7.07897521191981,7.5679,9.0412
"404",39,1994-02-08,7.00014589799614,7.5237,9.0011
"405",40,1994-02-09,6.80953064997022,7.4807,8.9601
"406",41,1994-02-10,6.62933820776823,7.4388,8.9165
"407",42,1994-02-11,6.41487271629456,7.3979,8.8727
"408",43,1994-02-12,6.14993447701379,7.3581,8.8291
"409",44,1994-02-13,5.95270600333446,7.3193,8.7859
"410",45,1994-02-14,5.9325090792121,7.2817,8.7431
"411",46,1994-02-15,5.91493041468103,7.2453,8.7009
"412",47,1994-02-16,5.91523298530317,7.2104,8.6611
"413",48,1994-02-17,5.90608413026827,7.177,8.6227
"414",49,1994-02-18,5.93713932829659,7.1449,8.5859
"415",50,1994-02-19,5.97300564116094,7.1141,8.55
"416",51,1994-02-20,6.01522948611073,7.0844,8.515
"417",52,1994-02-21,6.10350910047205,7.0557,8.4808
"418",53,1994-02-22,6.16860622058554,7.0279,8.4476
"419",54,1994-02-23,6.15234953274087,7.0009,8.4147
"420",55,1994-02-24,6.01716221759959,6.9748,8.3867
"421",56,1994-02-25,6.11031549623826,6.9495,8.361
"422",57,1994-02-26,6.29670354869308,6.9248,8.3374
"423",58,1994-02-27,6.37971874162919,6.9005,8.315
"424",59,1994-02-28,6.38087213384669,6.8767,8.2914
"425",61,1994-03-01,6.35153750548275,6.83,8.2464
"426",62,1994-03-02,6.29921911711372,6.807,8.2246
"427",63,1994-03-03,6.01135849407533,6.7845,8.2038
"428",64,1994-03-04,5.97315414540652,6.7625,8.1841
"429",65,1994-03-05,6.16560275053106,6.7413,8.1647
"430",66,1994-03-06,6.3548502540443,6.7207,8.1456
"431",67,1994-03-07,6.41742846224366,6.7007,8.1269
"432",68,1994-03-08,6.55924462763275,6.6816,8.1093
"433",69,1994-03-09,6.73507032597937,6.6632,8.0931
"434",70,1994-03-10,6.76618914596918,6.6456,8.0782
"435",71,1994-03-11,6.82520562773797,6.6288,8.0655
"436",72,1994-03-12,6.80284598142636,6.613,8.0561
"437",73,1994-03-13,6.68057357538037,6.598,8.0476
"438",74,1994-03-14,6.63473327785003,6.584,8.0395
"439",75,1994-03-15,6.59718993015405,6.5707,8.0321
"440",76,1994-03-16,6.55998264398517,6.5584,8.0254
"441",77,1994-03-17,6.53239429578549,6.5469,8.02
"442",78,1994-03-18,6.50369834063983,6.5363,8.0151
"443",79,1994-03-19,6.49434739024174,6.5267,8.0102
"444",80,1994-03-20,6.49169898905406,6.5181,8.0046
"445",81,1994-03-21,6.43596064899026,6.5105,7.999
"446",82,1994-03-22,6.31273472890622,6.504,7.9941
"447",83,1994-03-23,6.27542025468698,6.4987,7.9923
"448",84,1994-03-24,6.27391515890272,6.4946,7.9909
"449",85,1994-03-25,6.25794319663106,6.4916,7.9898
"450",86,1994-03-26,6.21548265400455,6.4898,7.9886
"451",87,1994-03-27,6.16419369745545,6.4889,7.9875
"452",88,1994-03-28,6.1213702668504,6.4889,7.9861
"453",89,1994-03-29,6.09584190823683,6.4896,7.9847
"454",90,1994-03-30,6.03136112268378,6.4912,7.9847
"455",91,1994-03-31,6.01853778195091,6.4936,7.9847
"456",92,1994-04-01,6.02537541055099,6.4967,7.9854
"457",93,1994-04-02,6.01237787124588,6.5007,7.986
"458",94,1994-04-03,5.96219317142557,6.5052,7.9866
"459",95,1994-04-04,6.00433773856337,6.5103,7.9869
"460",96,1994-04-05,6.0134062007433,6.516,7.9874
"461",97,1994-04-06,5.98747253963133,6.5223,7.9872
"462",98,1994-04-07,6.00428525994464,6.5294,7.987
"463",99,1994-04-08,6.08869610799521,6.5372,7.9871
"464",100,1994-04-09,6.10237694549851,6.5457,7.9877
"465",101,1994-04-10,6.13919791215804,6.555,7.9884
"466",102,1994-04-11,6.30525841618456,6.5647,7.9892
"467",103,1994-04-12,6.41129759753622,6.575,7.9901
"468",104,1994-04-13,6.45952949763799,6.5858,7.9923
"469",105,1994-04-14,6.55040729700065,6.5972,7.9948
