"","Year","Variable","Val","Loc","season","Intercept","N"
"71",2020,"BT_insitu",1.79527895958795,"NYB","winter",7.36607344979342,36
"72",2021,"BT_insitu",1.33962710297758,"NYB","winter",7.36607344979342,56
"73",2022,"BT_insitu",1.71435827131563,"NYB","winter",7.36607344979342,63
"74",1941,"BT_insitu",-1.43696314545997,"NYB","spring",6.99721584967078,46
"75",1942,"BT_insitu",1.33944492746726,"NYB","spring",6.99721584967078,94
"76",1944,"BT_insitu",0.979460721304663,"NYB","spring",6.99721584967078,24
"77",1945,"BT_insitu",1.70085781397398,"NYB","spring",6.99721584967078,30
"78",1946,"BT_insitu",-0.683324397028243,"NYB","spring",6.99721584967078,223
"79",1947,"BT_insitu",-0.081266534492112,"NYB","spring",6.99721584967078,79
"80",1948,"BT_insitu",-1.00238515761154,"NYB","spring",6.99721584967078,98
"81",1949,"BT_insitu",1.90888614836717,"NYB","spring",6.99721584967078,28
"82",1950,"BT_insitu",-0.418531406222378,"NYB","spring",6.99721584967078,70
"83",1951,"BT_insitu",-0.212230726996963,"NYB","spring",6.99721584967078,57
"84",1953,"BT_insitu",1.42587768317482,"NYB","spring",6.99721584967078,61
"85",1954,"BT_insitu",1.40375422122191,"NYB","spring",6.99721584967078,41
"86",1955,"BT_insitu",-1.28250023977292,"NYB","spring",6.99721584967078,39
"87",1956,"BT_insitu",-0.335677687509066,"NYB","spring",6.99721584967078,96
"88",1957,"BT_insitu",1.857764963641,"NYB","spring",6.99721584967078,44
"89",1958,"BT_insitu",-0.752330578038339,"NYB","spring",6.99721584967078,225
"90",1959,"BT_insitu",0.423901736200434,"NYB","spring",6.99721584967078,187
"91",1960,"BT_insitu",-2.33297493795914,"NYB","spring",6.99721584967078,808
"92",1961,"BT_insitu",-0.601858459933296,"NYB","spring",6.99721584967078,38
"93",1962,"BT_insitu",-0.43516771911335,"NYB","spring",6.99721584967078,35
"94",1963,"BT_insitu",0.0820259647355357,"NYB","spring",6.99721584967078,125
"95",1964,"BT_insitu",-1.25167466636007,"NYB","spring",6.99721584967078,87
"96",1965,"BT_insitu",-1.598145706385,"NYB","spring",6.99721584967078,75
"97",1966,"BT_insitu",-1.76085196392219,"NYB","spring",6.99721584967078,124
"98",1967,"BT_insitu",-0.514017953101243,"NYB","spring",6.99721584967078,112
"99",1968,"BT_insitu",-1.7573833437489,"NYB","spring",6.99721584967078,143
"100",1969,"BT_insitu",-0.923527417693543,"NYB","spring",6.99721584967078,153
"101",1970,"BT_insitu",-1.8284515305597,"NYB","spring",6.99721584967078,438
"102",1971,"BT_insitu",-1.45121957118897,"NYB","spring",6.99721584967078,118
"103",1972,"BT_insitu",-0.81628299271496,"NYB","spring",6.99721584967078,181
"104",1973,"BT_insitu",0.288422835284302,"NYB","spring",6.99721584967078,131
"105",1974,"BT_insitu",0.667955844743883,"NYB","spring",6.99721584967078,117
"106",1975,"BT_insitu",-0.403004810475753,"NYB","spring",6.99721584967078,126
"107",1976,"BT_insitu",-0.453902003857284,"NYB","spring",6.99721584967078,251
"108",1977,"BT_insitu",-1.43700285896652,"NYB","spring",6.99721584967078,377
"109",1978,"BT_insitu",-2.41266142216946,"NYB","spring",6.99721584967078,368
"110",1979,"BT_insitu",-1.28278685057077,"NYB","spring",6.99721584967078,347
"111",1980,"BT_insitu",-1.16340145177702,"NYB","spring",6.99721584967078,259
"112",1981,"BT_insitu",-1.24719781791097,"NYB","spring",6.99721584967078,233
"113",1982,"BT_insitu",-0.754004429772299,"NYB","spring",6.99721584967078,256
"114",1983,"BT_insitu",-0.528142478901376,"NYB","spring",6.99721584967078,206
"115",1984,"BT_insitu",-1.29479672723248,"NYB","spring",6.99721584967078,171
"116",1985,"BT_insitu",-0.253262086314084,"NYB","spring",6.99721584967078,77
"117",1986,"BT_insitu",0.966885350410682,"NYB","spring",6.99721584967078,64
"118",1987,"BT_insitu",-0.870729975652462,"NYB","spring",6.99721584967078,282
"119",1988,"BT_insitu",-1.23405581862805,"NYB","spring",6.99721584967078,59
"120",1989,"BT_insitu",-0.089308038246096,"NYB","spring",6.99721584967078,129
"121",1990,"BT_insitu",0.352331408417632,"NYB","spring",6.99721584967078,128
"122",1991,"BT_insitu",-0.00500160906109803,"NYB","spring",6.99721584967078,113
"123",1992,"BT_insitu",-0.429944088842143,"NYB","spring",6.99721584967078,53
"124",1993,"BT_insitu",0.354276573216725,"NYB","spring",6.99721584967078,36
"125",1994,"BT_insitu",-1.09140697948608,"NYB","spring",6.99721584967078,54
"126",1995,"BT_insitu",-0.57672532748011,"NYB","spring",6.99721584967078,84
"127",1996,"BT_insitu",-1.02124063735932,"NYB","spring",6.99721584967078,74
"128",1997,"BT_insitu",0.323658914679232,"NYB","spring",6.99721584967078,54
"129",1998,"BT_insitu",-0.64636716596177,"NYB","spring",6.99721584967078,65
"130",1999,"BT_insitu",2.81392031678242,"NYB","spring",6.99721584967078,32
"131",2000,"BT_insitu",1.69782414871265,"NYB","spring",6.99721584967078,34
"132",2001,"BT_insitu",4.20794764876268,"NYB","spring",6.99721584967078,60
"133",2002,"BT_insitu",3.56443699364086,"NYB","spring",6.99721584967078,39
"134",2003,"BT_insitu",2.19235127578853,"NYB","spring",6.99721584967078,28
"135",2004,"BT_insitu",0.519454258546663,"NYB","spring",6.99721584967078,58
"136",2005,"BT_insitu",0.92652279053352,"NYB","spring",6.99721584967078,80
"137",2006,"BT_insitu",2.25031025416581,"NYB","spring",6.99721584967078,33
"138",2007,"BT_insitu",-0.398897172096724,"NYB","spring",6.99721584967078,37
"139",2008,"BT_insitu",1.46708306418295,"NYB","spring",6.99721584967078,126
"140",2009,"BT_insitu",0.18572523414315,"NYB","spring",6.99721584967078,89
"141",2010,"BT_insitu",1.10659527312329,"NYB","spring",6.99721584967078,80
"142",2011,"BT_insitu",0.335730435945662,"NYB","spring",6.99721584967078,84
"143",2012,"BT_insitu",-0.339163359085693,"NYB","spring",6.99721584967078,112
"144",2013,"BT_insitu",0.126653931484527,"NYB","spring",6.99721584967078,90
"145",2014,"BT_insitu",-0.921102306262735,"NYB","spring",6.99721584967078,64
"146",2015,"BT_insitu",-1.09440359241689,"NYB","spring",6.99721584967078,63
"147",2016,"BT_insitu",1.58798963047483,"NYB","spring",6.99721584967078,111
"148",2017,"BT_insitu",-0.689371198764206,"NYB","spring",6.99721584967078,87
"149",2018,"BT_insitu",-0.120338910379775,"NYB","spring",6.99721584967078,60
"150",2019,"BT_insitu",-0.399444580864314,"NYB","spring",6.99721584967078,44
"151",2020,"BT_insitu",1.89997845885631,"NYB","spring",6.99721584967078,24
"152",2021,"BT_insitu",0.888645758144135,"NYB","spring",6.99721584967078,152
"153",2022,"BT_insitu",0.375980771051567,"NYB","spring",6.99721584967078,40
"154",2023,"BT_insitu",2.34876864271393,"NYB","spring",6.99721584967078,50
"155",2024,"BT_insitu",0.0630058404546374,"NYB","spring",6.99721584967078,34
"156",1941,"BT_insitu",-0.809311233101328,"NYB","summer",9.98010039720406,199
"157",1942,"BT_insitu",-2.23163463164576,"NYB","summer",9.98010039720406,24
"158",1943,"BT_insitu",4.4892950349154,"NYB","summer",9.98010039720406,33
"159",1944,"BT_insitu",0.880304583965774,"NYB","summer",9.98010039720406,74
"160",1946,"BT_insitu",0.223916005042212,"NYB","summer",9.98010039720406,56
"161",1947,"BT_insitu",1.55624392057137,"NYB","summer",9.98010039720406,48
"162",1948,"BT_insitu",0.173342785812406,"NYB","summer",9.98010039720406,105
"163",1949,"BT_insitu",-0.990759240988627,"NYB","summer",9.98010039720406,190
"164",1951,"BT_insitu",2.24857846439819,"NYB","summer",9.98010039720406,217
"165",1952,"BT_insitu",0.275103139155532,"NYB","summer",9.98010039720406,66
"166",1953,"BT_insitu",1.74731992200134,"NYB","summer",9.98010039720406,102
"167",1954,"BT_insitu",2.59750689824721,"NYB","summer",9.98010039720406,59
"168",1955,"BT_insitu",0.450125993028125,"NYB","summer",9.98010039720406,73
"169",1956,"BT_insitu",0.227492187108147,"NYB","summer",9.98010039720406,99
"170",1957,"BT_insitu",0.146309885013316,"NYB","summer",9.98010039720406,97
"171",1958,"BT_insitu",-0.916733208901658,"NYB","summer",9.98010039720406,168
"172",1959,"BT_insitu",-0.00709100918081507,"NYB","summer",9.98010039720406,59
"173",1960,"BT_insitu",-0.539965949104423,"NYB","summer",9.98010039720406,87
"174",1961,"BT_insitu",-0.769506421935406,"NYB","summer",9.98010039720406,242
"175",1963,"BT_insitu",-1.31941692687808,"NYB","summer",9.98010039720406,228
"176",1964,"BT_insitu",-1.94537788156584,"NYB","summer",9.98010039720406,313
"177",1965,"BT_insitu",-2.92096149683317,"NYB","summer",9.98010039720406,181
"178",1966,"BT_insitu",-1.74572596849332,"NYB","summer",9.98010039720406,174
"179",1967,"BT_insitu",-1.58211741394474,"NYB","summer",9.98010039720406,58
"180",1968,"BT_insitu",-1.74253468431191,"NYB","summer",9.98010039720406,269
"181",1969,"BT_insitu",-1.14313054323881,"NYB","summer",9.98010039720406,161
"182",1970,"BT_insitu",-1.84239079955742,"NYB","summer",9.98010039720406,183
"183",1971,"BT_insitu",-1.11987229352869,"NYB","summer",9.98010039720406,155
"184",1972,"BT_insitu",-0.383417721721371,"NYB","summer",9.98010039720406,213
"185",1973,"BT_insitu",-0.0396759022242958,"NYB","summer",9.98010039720406,152
"186",1974,"BT_insitu",-0.951788199499811,"NYB","summer",9.98010039720406,396
"187",1975,"BT_insitu",-0.923487204521908,"NYB","summer",9.98010039720406,124
"188",1976,"BT_insitu",-1.21670481816685,"NYB","summer",9.98010039720406,223
"189",1977,"BT_insitu",-0.876515547531442,"NYB","summer",9.98010039720406,415
"190",1978,"BT_insitu",-1.43231696460553,"NYB","summer",9.98010039720406,495
"191",1979,"BT_insitu",-1.07340735130496,"NYB","summer",9.98010039720406,310
"192",1980,"BT_insitu",-1.20351123506593,"NYB","summer",9.98010039720406,139
"193",1981,"BT_insitu",-1.0743160149872,"NYB","summer",9.98010039720406,202
"194",1982,"BT_insitu",-0.391583142027677,"NYB","summer",9.98010039720406,144
"195",1983,"BT_insitu",-1.12379096438074,"NYB","summer",9.98010039720406,200
"196",1984,"BT_insitu",-1.32751459137868,"NYB","summer",9.98010039720406,149
"197",1985,"BT_insitu",-0.783134502163668,"NYB","summer",9.98010039720406,105
"198",1986,"BT_insitu",1.07641663669712,"NYB","summer",9.98010039720406,122
"199",1987,"BT_insitu",-1.44589614368417,"NYB","summer",9.98010039720406,115
"200",1988,"BT_insitu",2.91279277955374,"NYB","summer",9.98010039720406,67
"201",1989,"BT_insitu",1.03354109706357,"NYB","summer",9.98010039720406,148
"202",1990,"BT_insitu",0.0975569576419459,"NYB","summer",9.98010039720406,174
"203",1991,"BT_insitu",-0.802179163872451,"NYB","summer",9.98010039720406,207
"204",1992,"BT_insitu",-0.82393720031174,"NYB","summer",9.98010039720406,127
"205",1993,"BT_insitu",-0.842851406518213,"NYB","summer",9.98010039720406,124
"206",1994,"BT_insitu",-0.205778907451662,"NYB","summer",9.98010039720406,166
"207",1995,"BT_insitu",1.06343563467294,"NYB","summer",9.98010039720406,95
"208",1996,"BT_insitu",-1.43877525861706,"NYB","summer",9.98010039720406,195
"209",1997,"BT_insitu",-0.693238237549586,"NYB","summer",9.98010039720406,261
"210",1998,"BT_insitu",1.47245217980709,"NYB","summer",9.98010039720406,85
"211",1999,"BT_insitu",0.514862681140711,"NYB","summer",9.98010039720406,98
"212",2000,"BT_insitu",1.19151842379092,"NYB","summer",9.98010039720406,143
"213",2001,"BT_insitu",1.096427100988,"NYB","summer",9.98010039720406,121
"214",2002,"BT_insitu",1.91380704670318,"NYB","summer",9.98010039720406,140
"215",2003,"BT_insitu",1.49970591887885,"NYB","summer",9.98010039720406,125
"216",2004,"BT_insitu",-0.284035292651354,"NYB","summer",9.98010039720406,190
"217",2005,"BT_insitu",1.57106415263619,"NYB","summer",9.98010039720406,124
"218",2006,"BT_insitu",1.16053006242433,"NYB","summer",9.98010039720406,119
"219",2007,"BT_insitu",-0.356240514691678,"NYB","summer",9.98010039720406,131
"220",2008,"BT_insitu",0.654668262295075,"NYB","summer",9.98010039720406,143
"221",2009,"BT_insitu",1.34513722699652,"NYB","summer",9.98010039720406,123
"222",2010,"BT_insitu",0.802980480120171,"NYB","summer",9.98010039720406,49
"223",2011,"BT_insitu",-0.0303533268593235,"NYB","summer",9.98010039720406,112
"224",2012,"BT_insitu",0.334018354604618,"NYB","summer",9.98010039720406,163
"225",2013,"BT_insitu",0.150951923577384,"NYB","summer",9.98010039720406,150
"226",2014,"BT_insitu",1.7301191408279,"NYB","summer",9.98010039720406,70
"227",2015,"BT_insitu",0.896712310068111,"NYB","summer",9.98010039720406,87
"228",2016,"BT_insitu",-0.0345000236992059,"NYB","summer",9.98010039720406,75
"229",2018,"BT_insitu",0.573061542369794,"NYB","summer",9.98010039720406,137
"230",2019,"BT_insitu",-0.0297087739639167,"NYB","summer",9.98010039720406,169
"231",2021,"BT_insitu",2.4132904599871,"NYB","summer",9.98010039720406,95
"232",2022,"BT_insitu",0.870295824162054,"NYB","summer",9.98010039720406,78
"233",2024,"BT_insitu",0.0243030963940599,"NYB","summer",9.98010039720406,56
"234",1941,"BT_insitu",0.778469380837343,"NYB","fall",13.2031096605136,151
"235",1944,"BT_insitu",1.38961362371659,"NYB","fall",13.2031096605136,28
"236",1945,"BT_insitu",0.0387385039909942,"NYB","fall",13.2031096605136,146
"237",1948,"BT_insitu",1.55182678204301,"NYB","fall",13.2031096605136,132
"238",1953,"BT_insitu",3.02616334258174,"NYB","fall",13.2031096605136,44
"239",1954,"BT_insitu",2.48878154570115,"NYB","fall",13.2031096605136,65
"240",1956,"BT_insitu",0.561987146709848,"NYB","fall",13.2031096605136,60
"241",1957,"BT_insitu",0.46329984520767,"NYB","fall",13.2031096605136,22
"242",1958,"BT_insitu",0.5498631932154,"NYB","fall",13.2031096605136,42
"243",1959,"BT_insitu",-0.27797103743845,"NYB","fall",13.2031096605136,75
"244",1960,"BT_insitu",0.578429636479951,"NYB","fall",13.2031096605136,31
"245",1961,"BT_insitu",0.992229034125072,"NYB","fall",13.2031096605136,117
"246",1962,"BT_insitu",-1.47965524745151,"NYB","fall",13.2031096605136,48
"247",1963,"BT_insitu",-0.86328082590796,"NYB","fall",13.2031096605136,174
"248",1964,"BT_insitu",-2.15296544601418,"NYB","fall",13.2031096605136,58
"249",1965,"BT_insitu",-1.70016649878326,"NYB","fall",13.2031096605136,119
"250",1966,"BT_insitu",-2.90957230333123,"NYB","fall",13.2031096605136,159
"251",1967,"BT_insitu",-2.39989258107276,"NYB","fall",13.2031096605136,118
"252",1968,"BT_insitu",-2.00402849179886,"NYB","fall",13.2031096605136,160
"253",1969,"BT_insitu",-0.76764113844887,"NYB","fall",13.2031096605136,183
"254",1970,"BT_insitu",-1.40487723346083,"NYB","fall",13.2031096605136,249
"255",1971,"BT_insitu",-1.17543695814766,"NYB","fall",13.2031096605136,404
"256",1972,"BT_insitu",-0.313327487008471,"NYB","fall",13.2031096605136,178
"257",1973,"BT_insitu",-0.594879102770042,"NYB","fall",13.2031096605136,206
"258",1974,"BT_insitu",-0.0434500365737547,"NYB","fall",13.2031096605136,59
"259",1975,"BT_insitu",-0.247775689562096,"NYB","fall",13.2031096605136,171
"260",1976,"BT_insitu",-1.13487671305583,"NYB","fall",13.2031096605136,236
"261",1977,"BT_insitu",-1.06473764692251,"NYB","fall",13.2031096605136,181
"262",1978,"BT_insitu",-1.28964389783156,"NYB","fall",13.2031096605136,55
"263",1979,"BT_insitu",-1.13557306848342,"NYB","fall",13.2031096605136,204
"264",1980,"BT_insitu",-1.20818786832752,"NYB","fall",13.2031096605136,137
"265",1981,"BT_insitu",-2.02357387801077,"NYB","fall",13.2031096605136,192
"266",1982,"BT_insitu",0.0169987234077766,"NYB","fall",13.2031096605136,100
"267",1983,"BT_insitu",-0.952718924313093,"NYB","fall",13.2031096605136,149
"268",1984,"BT_insitu",0.470435990127581,"NYB","fall",13.2031096605136,108
"269",1985,"BT_insitu",-0.268404121306069,"NYB","fall",13.2031096605136,39
"270",1986,"BT_insitu",-0.764380535520359,"NYB","fall",13.2031096605136,77
"271",1987,"BT_insitu",-2.17958681621397,"NYB","fall",13.2031096605136,114
"272",1988,"BT_insitu",-2.33453362179507,"NYB","fall",13.2031096605136,57
"273",1989,"BT_insitu",-1.98859189624019,"NYB","fall",13.2031096605136,36
"274",1990,"BT_insitu",-0.258466510124234,"NYB","fall",13.2031096605136,80
"275",1991,"BT_insitu",-0.37828279870704,"NYB","fall",13.2031096605136,103
"276",1992,"BT_insitu",-1.0794974678047,"NYB","fall",13.2031096605136,32
"277",1993,"BT_insitu",-1.40385460566299,"NYB","fall",13.2031096605136,30
"278",1994,"BT_insitu",-0.674355656504808,"NYB","fall",13.2031096605136,37
"279",1995,"BT_insitu",-0.309586762689275,"NYB","fall",13.2031096605136,50
"280",1996,"BT_insitu",0.351156190545135,"NYB","fall",13.2031096605136,50
"281",1997,"BT_insitu",-0.381750969400138,"NYB","fall",13.2031096605136,65
"282",1998,"BT_insitu",-1.63432402544707,"NYB","fall",13.2031096605136,104
"283",1999,"BT_insitu",1.01288049860183,"NYB","fall",13.2031096605136,102
"284",2000,"BT_insitu",-0.764684203053128,"NYB","fall",13.2031096605136,49
"285",2001,"BT_insitu",2.9499954844501,"NYB","fall",13.2031096605136,51
"286",2002,"BT_insitu",1.56402283147019,"NYB","fall",13.2031096605136,90
"287",2003,"BT_insitu",0.455271031049478,"NYB","fall",13.2031096605136,56
"288",2004,"BT_insitu",2.3778042474845,"NYB","fall",13.2031096605136,81
"289",2005,"BT_insitu",-0.362687297139455,"NYB","fall",13.2031096605136,78
"290",2006,"BT_insitu",1.00651872327672,"NYB","fall",13.2031096605136,50
"291",2007,"BT_insitu",-0.259978609807636,"NYB","fall",13.2031096605136,83
"292",2008,"BT_insitu",1.6329560758012,"NYB","fall",13.2031096605136,73
"293",2009,"BT_insitu",0.386760175806461,"NYB","fall",13.2031096605136,82
"294",2010,"BT_insitu",1.93887719432453,"NYB","fall",13.2031096605136,76
"295",2011,"BT_insitu",0.853888944650009,"NYB","fall",13.2031096605136,75
"296",2012,"BT_insitu",-0.18052197599498,"NYB","fall",13.2031096605136,57
"297",2013,"BT_insitu",0.117469909606044,"NYB","fall",13.2031096605136,43
"298",2014,"BT_insitu",0.827085019187682,"NYB","fall",13.2031096605136,49
"299",2015,"BT_insitu",1.5878574470402,"NYB","fall",13.2031096605136,48
"300",2016,"BT_insitu",3.02484194480155,"NYB","fall",13.2031096605136,75
"301",2017,"BT_insitu",1.33192787643512,"NYB","fall",13.2031096605136,21
"302",2018,"BT_insitu",-0.791840459695764,"NYB","fall",13.2031096605136,49
"303",2019,"BT_insitu",2.00921730801441,"NYB","fall",13.2031096605136,39
"304",2020,"BT_insitu",1.71387198779804,"NYB","fall",13.2031096605136,39
"305",2021,"BT_insitu",2.18890040280265,"NYB","fall",13.2031096605136,28
"306",2022,"BT_insitu",1.4084595056473,"NYB","fall",13.2031096605136,41
"307",2023,"BT_insitu",1.51296086088425,"NYB","fall",13.2031096605136,20
